,,"Permisos Vigentes de Generación, Importación y Exportación de Energía Eléctrica",,,,,,,,,,,,,,,
,,Comisión Reguladora de Energía / Unidad de Electricidad,,,,,,,,,,,,,,,
,,Actualización: 28 de febrero de 2025,,,,,,,,,,,,,,,
Num,Permisionario,Modalidad,Fecha de Otorgamiento,Número de Permiso,Capacidad Autorizada (MW),Generación Estimada (GWh/Año),Inversion Estimada (Millones de Dólares),Fecha de Entrada en Operación,Energético Primario,Actividad Economica,Tecnología,Estado Actual,Entidad Federativa,Dirección,Empresa Líder,País de Origen,Subasta
239,"Destiladora del Valle, S. A. de C. V.",AUT.,10/08/2006,E/541/AUT/2006,1.50,10.80,$1.80,16/07/2007,Combustóleo,Químico,Termoeléctrica Convencional,En operación,Veracruz,"km 271 de la autopista Veracruz-México, Colonia Jalapilla, C.P. 94410, Municipio de Rafael Delgado, Estado de Veracruz",Destiladora del Valle,México,
240,"Agropecuaria La Norteñita, S. de R. L. de C. V.",AUT.,17/08/2006,E/542/AUT/2006,2.00,1.66,$1.80,17/09/2006,Diésel,Alimentos,Combustión Interna,En operación,Chihuahua,"el km 98.5 de la carretera Cuauhtémoc-Chihuahua, Colonia Real del Monte, C.P.31552, Cuauhtémoc, Estado de Chihuahua.",Agropecuaria La Norteñita,México,
241,"Energía de Apizaco, S. A. P. I. de C. V.",COG.,31/08/2006,E/543/COG/2006,41.80,279.73,$40.01,01/03/2009,Gas Natural,Manufacturero,Cogeneración Eficiente,En operación,Tlaxcala,"km 115 de la Carretera Los Reyes-Zacatepec, C.P. 90300, Población Santa Úrsula Zimatec, Municipio de Yauhquemehcan, Estado de Tlaxcala.","Troy T&D, S. A. de C. V.",México,
242,"Teléfonos de México, S. A. de C. V., Central Guadalupe Metropolitana",AUT.,07/09/2006,E/546/AUT/2006,0.60,0.42,$0.54,21/09/2006,Diésel,Servicios,Combustión Interna,En operación,Ciudad de México,"Ricarte, número 86, Colonia Tepeyac Insurgentes, Delegación Gustavo A. Madero, C.P. 07020, México, Ciudad de México.",Grupo Carso,México,
243,"BII Nee Stipa Energía Eólica, S. A. de C. V.",AUT.,28/09/2006,E/548/AUT/2006,26.35,100.13,$52.70,01/04/2010,Viento,Alimentos,Eólica,En operación,Oaxaca,"en los terrenos de la Población de La Ventosa, Municipio El Espinal, Estado de Oaxaca",Iberdrola,España,
244,"Teléfonos del Noroeste, S. A. de C. V., Central Árbol III",AUT.,05/10/2006,E/550/AUT/2006,1.55,0.87,$1.40,19/10/2006,Diésel,Servicios,Combustión Interna,En operación,Baja California,"Avenida Reforma, número 758, Primera Sección, Municipio de Mexicali, Estado de Baja California, C.P. 21100",Grupo Carso,México,
245,"Teléfonos del Noroeste, S. A. de C. V., Central Principal",AUT.,05/10/2006,E/552/AUT/2006,0.60,0.42,$0.54,19/10/2006,Diésel,Servicios,Combustión Interna,En operación,Baja California,"Calle Emiliano Zapata, número 8081, Colonia Zona Centro, Municipio de Tijuana, Estado de Baja California, C.P. 22000",Grupo Carso,México,
246,"Teléfonos del Noroeste, S. A. de C. V., Central Lomas",AUT.,05/10/2006,E/553/AUT/2006,0.75,0.42,$0.68,19/10/2006,Diésel,Servicios,Combustión Interna,En operación,Baja California,"Avenida Guadalupe Victoria, número 5224, Colonia Adolfo López Mateos, Municipio de Tijuana, Estado de Baja California, C.P. 22480",Grupo Carso,México,
247,"Akra Polyester, S. A. de C. V.",GEN.,27/10/2006,E/565/GEN/2006,13.90,115.67,$12.51,01/01/2008,Gas Natural,Industrias Diversas,Turbogás,En operación,Tamaulipas,"Boulevard Petrocel km 1, Colonia Puerto Industrial, Municipio Altamira, Estado de Tamaulipas, C.P. 89608",Alfa,México,
248,"Plásticos y Materias Primas, S. A. de C. V.",AUT.,07/12/2006,E/572/AUT/2006,4.50,4.68,$4.05,20/12/2006,Diésel,Industrias Diversas,Combustión Interna,En operación,Jalisco,"Calle Alambiques s/n, Colonia Álamo Industrial, Municipio de Guadalajara, Estado de Jalisco, C.P. 44470.",Grupo PISA,México,
249,"Nacional de Conductores Eléctricos, S. A. de C. V.",AUT.,19/12/2006,E/573/AUT/2006,3.00,2.44,$2.70,25/12/2006,Diésel,Industrias Diversas,Combustión Interna,En operación,Jalisco,"Calle 7, número 872, Colonia Zona Industrial, Municipio de Guadalajara, Estado de Jalisco, C.P. 44940",Grupo Carso,México,
250,Compañía de Energía Mexicana S. A. de C. V.,AUT.,16/01/2007,E/574/AUT/2007,36.00,240.00,$54.00,01/08/2011,Agua,Industrias Diversas,Hidroeléctrica,En operación,Puebla,"Carretera Aire Libre-Hueyapan dirección a Tetelilla, entronque km 3, Municipio de Hueyapan, Estado de Puebla, C.P. 73927.",Compañía Minera Autlán,México,
251,Instituto Nacional de Electricidad y Energías Limpias,P.P.,16/01/2007,E/575/PP/2007,5.00,21.90,$10.00,01/07/2010,Viento,Pequeño Productor,Eólica,En operación,Oaxaca,"Carretera Federal No.185, km 243 + 300 (tramo entre el poblado La Ventosa y la ciudad de Juchitán, en el estado de Oaxaca). Población La Ventosa, Municipio de Juchitán de Zaragoza, Estado de Oaxaca.",Instituto Nacional de Electricidad y Energías Limpias,México,
252,"Sistema de Agua y Saneamiento Metropolitano de Veracruz, Boca del Río y Medellín",AUT.,01/02/2007,E/576/AUT/2007,2.80,1.77,$2.52,01/08/2007,Diésel,Municipal,Combustión Interna,En operación,Veracruz,"Calle Campo Redondo, s/n, Población El Tejar, Municipio de Medellín de Bravo, Estado de Veracruz, C.P. 94273",Gobierno del estado de Veracruz,México,
253,"Sílices de Veracrúz, S. A. de C. V.",AUT.,07/02/2007,E/584/AUT/2007,7.30,9.40,$6.57,21/02/2007,Diésel,Minero,Combustión Interna,En operación,Veracruz,"Poniente 9, número 888, Colonia Centro, Municipio de Orizaba, Estado de Veracruz, C. P. 94300.",SIVESA,México,
254,"Pemex Transformación Industrial, Complejo Procesador de Gas Cd. Pemex",GEN.,22/02/2007,E/587/GEN/2007,59.00,495.60,$53.10,08/03/2007,Gas Natural,Petroquímico,Turbogás,En operación,Tabasco,"Carretera Mascuspana-Jonuta Km 32, Ciudad Pemex, Municipio de Macuspana, Estado de Tabasco, C.P.86721",Pemex,México,
255,"Procesamiento Energético Mexicano, S. A. de C. V.",AUT.,22/02/2007,E/588/AUT/2007,11.30,61.85,$16.95,01/07/2007,Agua,Industrias Diversas,Hidroeléctrica,En operación,Veracruz,"Zoquitlán Viejo, C.P. 94456, Municipio de Ixtaczoquitlán, Estado de Veracruz, C.P. 94456",Grupo Denim,México,
256,"Industrias Derivadas del Etileno, S. A. de C. V.",COG.,08/03/2007,E/602/COG/2007,1.50,11.52,$1.80,23/01/2008,Gas Natural,Químico,Termoeléctrica Convencional,En operación,Veracruz,"Calle Boulevard a Morelos, km 4.2, Complejo Petroquímico Morelos, Municipio de Coatzacoalcos, Estado de Veracruz, C.P. 96400",Phillip T. Sharpies,México,
257,"Pemex Transformación Industrial, Complejo Procesador de Gas La Venta",COG.,08/03/2007,E/603/COG/2007,22.25,194.86,$20.02,23/03/2007,Gas Natural,Petroquímico,Turbogás,En operación,Tabasco,"Avenida Juárez s/n, Colonia Centro, Población Villa La Venta, Municipio de Huimanguillo, Estado de Tabasco, C.P. 86410.",Pemex,México,
258,"Pemex Transformación Industrial, Complejo Petroquímico Independencia",GEN.,26/03/2007,E/605/GEN/2007,60.00,404.42,$72.00,11/04/2007,"Gas Natural, Aceite Residual y Combustóleo",Petrolero,Termoeléctrica Convencional,En operación,Puebla,"Carretera Federal México-Puebla km 76.5, Colonia Santa María Moyotzingo, C.P. 74000, Población San Martín Texmelucan, Huejotzingo, Puebla.",Pemex,México,
259,"Pemex Transformación Industrial, Complejo Petroquímico Cosoleacaque",GEN.,26/03/2007,E/606/GEN/2007,59.60,454.00,$53.64,11/04/2007,Gas Natural y Gas Residual,Petrolero,Turbogás,En operación,Veracruz,"Carretera Costera del Golfo km 39 + 400, Colonia Rosalinda, C.P. 96730, Población Cosoleacaque, Municipio de Cosoleacaque, Estado de Veracruz.",Pemex,México,
260,"Pemex Transformación Industrial, Refinería General Lázaro Cárdenas",GEN.,26/04/2007,E/608/GEN/2007,64.00,297.84,$76.80,15/05/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Veracruz,"Avenida Díaz Mirón, número 119, Colonia Obrera, Municipio de Minatitlán, Estado de Veracruz, C. P. 96740.",Pemex,México,
261,"Pemex Transformación Industrial, Ing. Antonio M. Amor",GEN.,26/04/2007,E/609/GEN/2007,142.75,524.00,$171.30,15/05/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Guanajuato,"Calle Tierra Blanca, número 400, Colonia Bella Vista, Municipio de Salamanca, Estado de Guanajuato, C. P. 36730.",Pemex,México,
262,"Pemex-Exploración y Producción, Centro de Proceso  ZAAP-C",AUT.,26/04/2007,E/610/AUT/2007,7.20,63.07,$12.24,12/06/2007,Gas Natural y Diésel,Petrolero,Turbogás,En operación,Campeche,"Golfo de México, Sonda de Campeche, Campeche, Latitud N 19°01’47.35’’ Longitud W 92°01’3.18’’ ",Pemex,México,
263,"Pemex Transformación Industrial, Refinería Francisco I. Madero",GEN.,26/04/2007,E/611/GEN/2007,129.00,667.00,$154.80,11/05/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Tamaulipas,"Calle Álvaro Obregón, Número 3020, Colonia Emiliano Zapata, Población Ciudad Madero, Estado de Tamaulipas, C. P. 89530.",PEMEX,México,
264,"Pemex Transformación Industrial, Refinería Ing. Héctor Lara Sosa",GEN.,26/04/2007,E/612/GEN/2007,79.00,368.84,$91.80,11/05/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Nuevo León,"Carretera Monterrey Reynosa, km 36.5, Refinería “Ing. Héctor Lara Sosa”, Municipio de Cadereyta Jiménez, Estado de Nuevo León, C.P.67483.",Pemex,México,
265,"Pemex-Exploración y Producción, Barco de proceso, almacenamiento y descarga, YÙUM K’AK’NAAB",AUT.,26/04/2007,E/614/AUT/2007,62.00,261.31,$55.80,16/06/2007,Gas Natural y Diésel,Petrolero,Turbogás,En operación,Campeche,"Golfo de México, Sonda de Campeche, Latitud N 19°01’47.35”, Longitud W 92°01’3.18”, a 120 km al norte de ciudad del Carmen, Estado de Campeche.",Pemex,México,
266,"Fuerza y Energía de Norte Durango, S. A. de C. V.",P.I.E.,17/05/2007,E/625/PIE/2007,465.00,2711.70,$471.42,07/08/2010,Gas Natural,Productor Independiente,Ciclo combinado,En operación,Durango,"Carretera Federal No. 40 Durango-Torreón km 30 + 115.2, Municipio de Durango, Estado de Durango, C. P. 34200.",Naturgy,España,
267,"Generadora Pondercel, S. A. de C. V.",AUT.,24/05/2007,E/626/AUT/2007,65.00,254.00,$78.00,07/06/2007,"Carbón, Combustóleo y Gas Natural",Industrias Diversas,Termoeléctrica Convencional,En operación,Chihuahua,"Domicilio conocido, Centro Agroindustrial, s/n, Colonia Anáhuac, Municipio de Cuauhtémoc, Estado de Chihuahua, C. P. 31600.",COPAMEX,México,
268,"Saint – Gobain América, S. A. de C. V.",AUT.,24/05/2007,E/628/AUT/2007,3.50,2.28,$3.15,01/10/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,Tlaxcala,"Calle Prolongación Zacatepec, Manzana 42, Lote 3, Colonia Ciudad Industrial Xicohténcatl, Municipio de Tetla, Estado de Tlaxcala, C. P. 90431.",Saint – Gobain,Francia,
269,"Hidrorizaba II, S. A. de C. V.",AUT.,24/05/2007,E/629/AUT/2007,4.44,37.97,$6.66,08/08/2008,Agua,Industrias Diversas,Hidroeléctrica,En operación,Veracruz,"Autopista Córdoba – México, Desviación a Jalapilla + 300 m, a 2 km del cruce de la Autopista, Población de Jalapilla, Municipio de Rafael Delgado, Estado de Veracruz, C. P. 94410.",Gobierno del estado de Veracruz,México,
270,"Pemex-Exploración y Producción, Planta Eléctrica Cárdenas",COG.,14/06/2007,E/638/COG/2007,42.00,338.68,$37.80,28/06/2007,Gas Residual,Petrolero,Turbogás,En operación,Tabasco,"Carretera Coatzacoalcos- Villahermosa km 131, Colonia Ranchería Habanero, Municipio de H. Cárdenas, Estado de Tabasco, C.P. 86500",Pemex,México,
271,Pemex Logística,COG.,14/06/2007,E/639/COG/2007,71.00,248.10,$63.90,28/06/2007,Gas Residual,Petrolero,Turbogás,En operación,Tabasco,"Carretera a Puerto Dos Bocas, S/N, Colonia Ranchería el Limón, Municipio Paraíso, Estado de Tabasco, C.P. 86600.",Pemex,México,
272,"Pemex Transformación Industrial, Refinería Ing. Antonio Dovalí Jaime",GEN.,14/06/2007,E/641/GEN/2007,115.20,581.90,$138.24,28/06/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Oaxaca,"Carretera Transismica km. 3, Población de Salina Cruz, Municipio de Salina Cruz, Estado de Oaxaca, C.P. 70620",Pemex,México,
273,"Nacional de Conductores Eléctricos, S. A. de C. V.",AUT.,05/07/2007,E/651/AUT/2007,3.75,3.06,$3.38,06/08/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,San Luis Potosí,"Avenida Industrial, Manzana 34, 1ra. Sección, Colonia Zona Industrial, Municipio de San Luis Potosí, Estado de San Luis Potosí, C.P. 78395",Grupo Carso,México,
274,"Grupo Telvista, S. A. de C. V.",AUT.,05/07/2007,E/652/AUT/2007,1.60,1.30,$1.44,19/07/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,Baja California,"Calle Gobernador Maldonado, número 957, Colonia Ex Ejido de Coahuila, Delegación de González Ortega, Municipio de Mexicalli, Estado de Baja California, C. P. 21360.",Telvista,México,
275,"Innophos Fosfatados de México, S. de R. L. de C. V.",AUT.,05/07/2007,E/655/AUT/2007,15.70,115.30,$14.13,04/03/2008,Gas Natural,Químico,Combustión Interna,En operación,Veracruz,"Carretera Coatzacoalcos-Villahermosa km 5.5, Colonia Complejo Industrial Pajaritos, Población Coatzacoalcos, Municipio de Coatzacoalcos, Estado de Veracruz, C. P. 96380.",Innophos,Estados Unidos,
276,"Hidrorizaba, S. A. de C. V.",AUT.,05/07/2007,E/656/AUT/2007,1.60,13.81,$2.40,03/11/2008,Agua,Industrias Diversas,Hidroeléctrica,En operación,Veracruz,"Autopista Córdoba – México, Desviación a Jalapilla + 300 m, a 1 km del cruce de la Autopista, Población de Jalapilla, Municipio de Rafael Delgado, Estado de Veracruz, C. P. 94410 ",Gobierno del estado de Veracruz,México,
277,"Pemex-Exploración y Producción, Centro de Proceso KU-S",AUT.,19/07/2007,E/650/AUT/2007,14.30,73.42,$12.87,30/07/2007,Gas Natural y Diésel,Petrolero,Turbogás,En operación,Campeche,"Latitud N 19°30’56.18”, Longitud W 92°9’ 15.89”, Población Sonda de Campeche, Golfo de México, Estado de Campeche.",Pemex,México,
278,"Pemex Transformación Industrial, Refinería Miguel Hidalgo",GEN.,19/07/2007,E/662/GEN/2007,133.70,670.40,$160.44,09/08/2007,Gas Natural y Combustóleo,Petrolero,Termoeléctrica Convencional,En operación,Hidalgo,"Carretera Jorobas-Tula km 26.5, Colonia 2da Sección del Llano, Municipio de Tula de Allende, Estado de Hidalgo, C. P. 42800.",Pemex,México,
279,"Pemex-Exploración y Producción, Centro de Proceso  KU-M",AUT.,19/07/2007,E/664/AUT/2007,14.85,78.17,$13.37,15/08/2007,Gas Natural y Diésel,Petrolero,Turbogás,En operación,Campeche,"Latitud Norte 19o33’51’’, Longitud Oeste 92o11’2.32’’, Sonda de Campeche, Golfo de México, frente a la Costa del Estado de Campeche.",Pemex,México,
280,"Azinsa Aluminio, S. A. de C. V.",AUT.,19/07/2007,E/666/AUT/2007,1.00,0.63,$0.90,09/08/2007,Diésel,Siderúrgico,Combustión Interna,En operación,Estado de México,"Avenida 2, Lote 4, Colonia Parque Industrial Cartagena, Municipio de Tultitlán, Estado de México, C. P. 54900.",Grupo Azinsa,México,
281,"Ternium México, S. A. de C. V., Planta APM",AUT.,19/07/2007,E/667/AUT/2007,4.50,2.87,$4.05,09/08/2007,Diésel,Siderúrgico,Combustión Interna,En operación,Nuevo León,"Avenida Churubusco Norte, número 1000, Colonia Santa Fe, Municipio de Monterrey, Estado de Nuevo León, C. P. 64560.",Termium,Luxemburgo,
282,"Grupo Arco Iris Plásticos, S. A. de C. V.",AUT.,16/08/2007,E/669/AUT/2007,3.65,3.80,$3.29,03/09/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,Jalisco,"Calle Camino Empedrado a Buenavista, número 28, Municipio de Tlajomulco de Zúñiga, Estado de Jalisco, C. P. 45640",Grupo Arcoiris,México,
283,"Plastibolsa, S. A. de C. V.",AUT.,16/08/2007,E/674/AUT/2007,1.60,0.70,$1.44,17/09/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,Ciudad de México,"Avenida Javier Rojo Gómez, número 468, interior A, Colonia Unidad Industrial, Delegación Iztapalapa, Ciudad de México, C. P. 09850",Plastibolsa,México,
284,"Parque de Tecnología Electrónica, S. A. de C. V.",AUT.,19/09/2007,E/683/AUT/2007,7.00,7.28,$6.30,01/11/2007,Gas Natural,Industrias Diversas,Combustión Interna,En operación,Jalisco,"Calle Carretera a la Base Aérea, número 5850, interior 4, Colonia La Mora, Municipio de Zapopan, Estado de Jalisco,    C. P. 45100",Flex,Estados Unidos,
285,"Dafmex, S. de R. L. de C. V.",AUT.,19/09/2007,E/684/AUT/2007,0.80,2.75,$0.72,03/10/2007,Diésel,Industrias Diversas,Combustión Interna,En operación,Baja California,"Calle Galaxia y Calle Júpiter, número 72, Colonia Parque Industrial Mexicali 1, Municipio de Mexicali, Estado de Baja California, C. P. 21210.",Dameron Alloy Foundries,Estados Unidos,
286,"Eoliatec del Pacífico, S. A. P. I. de C. V.",AUT.,19/09/2007,E/685/AUT/2007,160.00,600.00,$320.00,28/02/2014,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"Ejido de Santo Domingo Ingenio, Municipio de Santo Domingo Ingenio, Estado de Oaxaca.",Mitsui - EDF,Japón - Francia,
287,"Yoggo de México, S. A. de C. V.",AUT.,17/10/2007,E/691/AUT/2007,1.00,0.79,$0.90,01/06/2008,Diésel,Industrias Diversas,Combustión Interna,En operación,San Luis Potosí,"Periféricos Norte km 30, s/n, Colonia las flores, Población San Luis Potosí, Municipio de San Luis Potosí, Estado de San Luis Potosí, C. P. 78110.",Yoggo,México,
288,"Sánchez y Martín, S. A. de C. V.",AUT.,22/11/2007,E/704/AUT/2007,1.83,1.90,$1.64,02/01/2008,Diésel,Industrias Diversas,Combustión Interna,En operación,Jalisco,"Avenida 8 de Julio, número 2011, Colonia Zona Industrial, Municipio Guadalajara, Estado de Jalisco, C. P. 44940.",Sánchez y Martín,México,
289,"México Carbon Manufacturing, S. A. de C. V. ",AUT.,22/11/2007,E/708/AUT/2007,4.00,35.04,$4.80,01/03/2009,Gas Residual,Industrias Diversas,Termoeléctrica Convencional,En operación,Tamaulipas,"Boulevard de Los Ríos, número 9600, Cololia Lomas del Real, Municipio de Altamira, Estado de Tamaulipas, C. P. 89600.","Asahi Carbon Co., LTD",Japón,
290,"Pemex-Exploración y Producción, Plataforma  ECO-1",AUT.,28/11/2007,E/722/AUT/2007,0.81,2.37,$0.73,31/05/2008,Diésel,Petrolero,Combustión Interna,En operación,Campeche,"Golfo de México, Sonda de Campeche, Campeche.",Pemex,México,
291,"Productos Farmacéuticos, S. A. de C. V., Planta Aguascalientes",AUT.,13/12/2007,E/724/AUT/2007,4.00,3.20,$3.60,01/04/2008,Diésel,Farmacéutica,Combustión Interna,En operación,Aguascalientes,"En el km 4.2 de la Carretera a Pabellón de Hidalgo, Municipio de Rincón de Romos, Estado de Aguascalientes, C. P. 20420.",Chinoin,Hungría,
292,"Pemex-Exploración y Producción, Centro de Proceso Akal-GC",AUT.,24/01/2008,E/736/AUT/2008,10.50,55.78,$9.45,07/02/2008,Gas Natural y Diésel,Petrolero,Turbogás,En operación,Campeche,"Sonda de Campeche, Campeche, en el Golfo de México.",Pemex,México,
293,"Novatec Pagani, S. A. de C. V.",AUT.,24/01/2008,E/737/AUT/2008,2.00,1.30,$1.80,07/02/2008,Diésel,Industrias Diversas,Combustión Interna,En operación,Guanajuato,"Prolongación Oleoducto, número 111, Colonia Ciudad Industrial, Municipio León, Estado de Guanajuato, C. P. 37490.",Novatec Pagani,México,
294,"Vidrio Formas, S. A. de C. V.",AUT.,25/02/2008,E/746/AUT/2008,2.52,2.10,$2.27,10/03/2008,Diésel,Industrias Diversas,Combustión Interna,En operación,Estado de México,"Avenida San Rafael, número 37, Colonia Parque Industrial San Rafael, Municipio de Lerma, Estado de México, C. P. 52000.",Vidrio Formas,México,
295,"Hidroeléctrica de Tacotán, S. A. de C. V.",P.P.,03/04/2008,E/757/PP/2008,6.00,21.80,$9.00,05/12/2017,Agua,Pequeño Productor,Hidroeléctrica,En operación,Jalisco,"Presa Tacotán sobre el río Ayuquila, Municipio de Unión de Tula, Estado de Jalisco.","Energy Resources, S. A.",España,
296,"Hidroeléctrica Trigomil, S. A. de C. V.",P.P.,03/04/2008,E/758/PP/2008,8.00,28.70,$12.00,01/11/2016,Agua,Pequeño Productor,Hidroeléctrica,En operación,Jalisco,"Presa Trigomil sobre el río Ayuquila, Municipio de Unión de Tula, Estado de Jalisco.","Energy Resources, S. A.",España,
297,"Ganadería Integral Vizur, S. A. de C. V.",AUT.,07/05/2008,E/777/AUT/2008,2.98,1.92,$2.68,21/05/2008,Diésel,Agricultura y Ganadería,Combustión Interna,En operación,Sinaloa,"Carretera Culiacán Vitaruto km 14.5, número 303, Colonia Culiacancito, Municipio Culiacán, Estado de Sinaloa, C. P. 80300.",Sukarne,México,
298,"Bio Pappel, S. A. de C. V., Planta de Papel Tizayuca",AUT.,10/07/2008,E/761/AUT/2008,35.19,133.00,$42.23,24/07/2008,Gas Natural,Papelero,Termoeléctrica Convencional,En operación,Hidalgo,"Camino Tizayuca-Tezontepec, número 5, Colonia El Chopo, Municipio Tizayuca, 43800, Estado de Hidalgo",Kimberly Clark,Estados Unidos,
299,"Controladora Mabe, S.A. de C. V., Planta Saltillo",AUT.,10/07/2008,E/781/AUT/2008,8.50,74.46,$7.65,03/11/2008,Gas Natural,Industrias Diversas,Combustión Interna,En operación,Coahuila,"Avenida Productividad, número 125, Colonia Corredor Industrial, Municipio Saltillo, 25169, Estado de Coahuila",Mabe,México,
300,"Avomex Internacional, S. A. de C. V.",AUT.,10/07/2008,E/783/AUT/2008,4.00,2.90,$3.60,01/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Coahuila,"Calle Andrés Flores, s/n, Colonia Los Pinos, Municipio Sabinas, 26737, Estado de Coahuila",Avomex,México,
301,"Tecnologías Para El Cuidado Ambiental, S. A. de C. V.",AUT.,17/07/2008,E/784/AUT/2008,1.73,1.80,$1.56,31/07/2008,Gas Natural,Industrias Diversas,Combustión Interna,En operación,San Luis Potosí,"Calle Manzana 8, s/n, Colonia Zona Industrial, San Luis Potosí, 78090, San Luis Potosí",Grupo Martex,México,
302,"Primero Empresa Minera, S. A. de C. V.",AUT.,17/07/2008,E/785/AUT/2008,19.73,78.00,$26.58,31/07/2008,Agua y Diésel,Minero,Hidroeléctrica,En operación,Durango,"Domicilio conocido, Las Truchas, Ejido de Huahuapan, San Dimas, Durango; Y Calle 16 de Septiembre, Col. San Pedro Totoltepec, Tayoltita, San Dimas, 34690, Durango",Goldcorp,Canadá,
303,Embotelladoras Bepensa. S. A. de C. V.,AUT.,24/07/2008,E/786/AUT/2008,2.00,1.26,$1.80,15/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Yucatán,"Anillo Periférico Tablaje Catastral 18569, Colonia Pacabtún, Municipio Mérida, 97160, Estado de Yucatán",Coca-cola company,Estados Unidos,
304,"Bepensa Bebidas, S. A. de C. V.",AUT.,24/07/2008,E/787/AUT/2008,2.00,1.26,$1.80,15/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Quintana Roo,"Carretera Valladolid-Puerto Juárez km 305-306, Cancún, Municipio Benito Juárez, 77500, Estado de Quintana Roo",Coca-cola company,Estados Unidos,
305,"Abbott Laboratories de México, S. A. de C. V.",AUT.,04/09/2008,E/796/AUT/2008,6.30,46.41,$5.67,03/08/2009,Gas Natural,Farmacéutica,Turbogás,En operación,Ciudad de México,"Calzada de Tlalpan, número 3092, Colonia Ex Hacienda Coapa, Coyoacán, 04980, México, Ciudad de México",Abbott,Estados Unidos,
306,"Nemak, S. A.",AUT.,16/10/2008,E/800/AUT/2008,7.00,4.81,$6.30,10/11/2008,Diésel,Manufacturero,Combustión Interna,En operación,Nuevo León,"Libramiento Arco Vial, km 3.8, García, 66000, Nuevo León",Nemak,México,
307,"Eólica Santa Catarina, S. de R. L. de C. V.",AUT.,23/10/2008,E/802/AUT/2008,22.00,45.00,$44.00,01/06/2013,Viento,Industrias Diversas,Eólica,En operación,Nuevo León,"Camino Vecinal al Jonuco, al norte del fraccionamiento del Jonuco, Población Jonuco, Santa Catarina, Nuevo León",Gobierno del estado de Nuevo León,México,
308,"La Torre del Vigía, A. R.",AUT.,23/10/2008,E/803/AUT/2008,3.75,2.50,$3.38,19/11/2008,Diésel,Servicios,Combustión Interna,En operación,Estado de México,"Avenida Jardín, número 10, Colonia Fraccionamiento El Tejocote, Cuautlalpan, Texcoco, 56239, Estado de México",La Torre del Vigía,México,
309,"Fuerza y Energía BII Hioxo, S. A. de C. V.",AUT.,23/10/2008,E/806/AUT/2008,234.00,700.68,$468.00,01/10/2014,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"entre la carretera a Unión Hidalgo y el Río de Perros, Juchitán de Zaragoza, 07000, Oaxaca",Naturgy,España,
310,"Industrial Papelera Mexicana, S. A. de C. V., Planta Uruapan",AUT.,23/10/2008,E/807/AUT/2008,8.32,62.16,$7.49,28/04/2010,Gas Natural,Papelero,Turbogás,En operación,Michoacán,"Boulevard Industrial, número 3201, Colonia La Cofradía, Uruapan, 60221, Michoacán",Industrial Papelera Mexicana,México,
311,"Energía EP, S. de R. L. de C. V.",AUT.,05/02/2009,E/808/AUT/2009,0.41,2.88,$0.62,10/07/2010,Agua,Industrias Diversas,Hidroeléctrica,En operación,Puebla,"San Juan Tetla, Chiautzingo, Puebla","Fabrica de San Martin, S.A.",México,
312,"Pemex Transformación Industrial, Complejo Procesador de Gas Nuevo Pemex",COG.,23/04/2009,E/811/COG/2009,347.40,2628.00,$330.66,15/05/2009,Gas Natural,Petrolero,Cogeneración Eficiente,En operación,Tabasco,"Carretera Luis Gil Pérez, s/n, Centro, 86000, Tabasco.",Pemex,México,
313,"Hotel Gran Caribe Real, S. de R. L. de C. V.",AUT.,07/05/2009,E/813/AUT/2009,1.35,0.89,$1.22,25/05/2009,Diésel,Turismo,Combustión Interna,En operación,Quintana Roo,"Boulevard Kukulcán km 11.5, Colonia Zona Hotelera, Cancún, Benito Juárez, 77500, Quintana Roo","Playa H&R Holdings, BV",Países Bajos,
314,"Agnico Eagle México, S. A. de C. V.",AUT.,07/05/2009,E/818/AUT/2009,14.60,15.18,$13.14,21/05/2009,Diésel,Minero,Combustión Interna,En operación,Chihuahua,"Carretera Chihuahua-Hermosillo, km 283, Pinos Altos, Ocampo, Chihuahua",Agnico-Eagle Mines Limites,Canadá,
315,"Inmobiliaria y Proyectos TRPlaya, S. de R. L. de C. V.",AUT.,07/05/2009,E/819/AUT/2009,1.00,8.50,$0.90,25/05/2009,Gas L.P.,Turismo,Turbogás,En operación,Quintana Roo,"Avenida Constituyentes, número 2, Colonia Centro, Solidaridad, 77780, Quintana Roo","Hotel Royal del Carmen, BV",Países Bajos,
